fecha,texto,emocion
2021-12-09,Necesito delegar tareas pero me falta energía...,estrés
2024-11-13,Tengo miedo de que me juzguen.,ansiedad
2023-09-17,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2024-05-01,No puedo hablar en público sin sentir temblores.,ansiedad
2023-07-10,Estoy resentido porque no cumplieron su promesa.,enojo
2023-10-26,No puedo hablar en público sin sentir palpitaciones.,ansiedad
2024-12-01,No soporto cuando rompieron mis pertenencias.,enojo
2022-04-29,Necesito delegar tareas pero me falta energía.,estrés
2024-12-02,Tengo miedo de que fracase.,ansiedad
2022-07-14,Qué agradecido día para un logro personal.,felicidad
2023-03-02,Estoy indignado porque no cumplieron su promesa.,enojo
2023-01-05,Qué eufórico día para un logro personal.,felicidad
2022-08-18,Me siento abatido desde que mudaron lejos.,tristeza
2021-12-31,No puedo confrontar a alguien sin sentir temblores.,ansiedad
2021-10-11,Tengo miedo de que pierda el control.,ansiedad
2021-10-07,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2023-01-28,Qué eufórico día para un tiempo con mi familia.,felicidad
2024-09-22,No puedo hablar en público sin sentir sudores fríos.,ansiedad
2024-03-27,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2020-12-19,No puedo hablar en público sin sentir mareos...,ansiedad
2023-12-11,Qué eufórico día para un logro personal.,felicidad
2020-06-23,Estoy resentido porque no cumplieron su promesa!,enojo
2024-12-23,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2024-11-21,No puedo hablar en público sin sentir temblores.,ansiedad
2022-04-29,Entre los estudios y el proyecto final no puedo dormir bien.,estrés
2023-06-28,No soporto cuando me criticaron sin razón.,enojo
2020-04-26,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2020-12-12,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2024-12-05,Entre el cuidado de los niños y las deudas no puedo dormir bien.,estrés
2022-02-27,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2023-10-21,Tengo miedo de que me juzguen...,ansiedad
2020-10-14,Me siento nostálgico desde que mudaron lejos.,tristeza
2021-12-17,Disfruté un momento de paz siempre me motiva.,felicidad
2024-08-06,Qué pleno día para un logro personal.,felicidad
2020-01-19,Mi mente no deja de pensar en la situación económica.,ansiedad
2023-08-23,No soporto cuando me ignoraron en la reunión.,enojo
2022-07-30,Estoy indignado porque no cumplieron su promesa.,enojo
2022-02-02,No soporto cuando me ignoraron en la reunión.,enojo
2020-06-20,Qué agradecido día para un momento de paz.,felicidad
2020-02-01,No soporto cuando no cumplieron su promesa.,enojo
2021-02-21,No soporto cuando me ignoraron en la reunión.,enojo
2023-12-13,Tengo miedo de que fracase.,ansiedad
2024-01-09,Entre el trabajo y los quehaceres domésticos no puedo dormir bien.,estrés
2022-10-11,El plazos ajustados me tiene al límite.,estrés
2021-05-20,El tráfico me tiene al límite.,estrés
2021-12-12,Me siento vacío desde que perdí mi trabajo.,tristeza
2024-02-05,El plazos ajustados me tiene al límite.,estrés
2021-01-30,Mi vecino me hizo sentir irritado al confrontar a alguien.,enojo
2020-07-21,Necesito delegar tareas pero no tengo tiempo.,estrés
2022-01-25,Compartí un logro personal siempre me da paz.,felicidad
2022-02-25,Compartí una caminata al aire libre siempre me inspira.,felicidad
2020-09-15,Disfruté un momento de paz siempre me inspira.,felicidad
2020-01-15,Estoy frustrado porque no cumplieron su promesa.,enojo
2024-03-09,Me siento desolado desde que perdí mi trabajo.,tristeza
2022-09-09,Mi jefe me hizo sentir frustrado al tomar decisiones.,enojo
2022-12-14,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2022-05-16,Necesito delegar tareas pero no me escuchan.,estrés
2021-03-05,Entre los estudios y los quehaceres domésticos no puedo dormir bien.,estrés
2021-11-16,Estoy indignado porque me criticaron sin razón.,enojo
2022-01-16,El tráfico me tiene al límite.,estrés
2024-06-02,Una opresión en el pecho cuando escucho esa canción.,tristeza
2022-08-12,Entre los estudios y los quehaceres domésticos no puedo relajarme.,estrés
2022-11-29,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2021-12-24,Hoy experimenté una caminata al aire libre y me siento eufórico.,felicidad
2020-03-30,Me siento vacío desde que mudaron lejos.,tristeza
2022-11-05,Logré un logro personal siempre me inspira.,felicidad
2020-08-06,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2024-07-10,Un dolor sordo en el pecho cuando recuerdo lo sucedido...,tristeza
2022-11-04,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2021-11-12,Necesito un descanso pero me falta energía.,estrés
2022-08-31,Una opresión en el pecho cuando recuerdo lo sucedido.,tristeza
2020-12-31,Descubrí una conversación significativa siempre me llena de energía.,felicidad
2020-09-24,Hoy experimenté un logro personal y me siento entusiasmado.,felicidad
2024-04-22,Qué pleno día para una caminata al aire libre.,felicidad
2022-08-30,El plazos ajustados me tiene al límite.,estrés
2020-05-08,Estoy exasperado porque rompieron mis pertenencias.,enojo
2021-01-01,Hoy logré una conversación significativa y me siento pleno.,felicidad
2021-10-28,El ruido constante me tiene al límite.,estrés
2021-09-09,Qué agradecido día para un tiempo con mi familia.,felicidad
2020-01-30,Hoy logré un tiempo con mi familia y me siento eufórico.,felicidad
2021-09-03,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2022-12-20,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2021-11-26,Una opresión en el pecho cuando recuerdo lo sucedido.,tristeza
2024-07-28,Compartí una caminata al aire libre siempre me motiva.,felicidad
2020-10-25,Tengo miedo de que pierda el control.,ansiedad
2022-05-12,Logré un tiempo con mi familia siempre me inspira.,felicidad
2022-11-28,Una opresión en el pecho cuando pienso en el futuro.,tristeza
2023-06-20,Me siento desanimado desde que terminó nuestra relación.,tristeza
2023-01-08,Me siento nostálgico desde que terminó nuestra relación.,tristeza
2023-03-16,Mi mente no deja de pensar en el próximo examen.,ansiedad
2021-01-17,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2021-05-09,Estoy indignado porque me criticaron sin razón.,enojo
2023-09-10,Me siento vacío desde que terminó nuestra relación.,tristeza
2024-01-08,Entre el trabajo y las deudas no puedo relajarme.,estrés
2024-11-17,Mi jefe me hizo sentir frustrado al confrontar a alguien.,enojo
2023-05-10,El ruido constante me tiene al límite.,estrés
2020-02-02,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2021-08-20,Un vacío en el pecho cuando escucho esa canción.,tristeza
2024-01-01,Estoy irritado porque no cumplieron su promesa.,enojo
2022-02-19,Mi mente no deja de pensar en la situación económica.,ansiedad
2022-02-10,Entre el cuidado de los niños y los quehaceres domésticos no puedo relajarme.,estrés
2021-01-11,El plazos ajustados me tiene al límite.,estrés
2020-02-14,Hoy compartí un tiempo con mi familia y me siento eufórico!,felicidad
2023-12-20,Entre el trabajo y el proyecto final no puedo concentrarme.,estrés
2024-05-13,Entre los estudios y las deudas no puedo concentrarme.,estrés
2023-11-20,Mi mente no deja de pensar en la situación económica.,ansiedad
2023-09-13,No soporto cuando no cumplieron su promesa.,enojo
2024-10-04,Una opresión en el pecho cuando pienso en el futuro.,tristeza
2020-04-22,Hoy logré una caminata al aire libre y me siento entusiasmado.,felicidad
2023-10-22,Tengo miedo de que todo salga mal.,ansiedad
2023-04-15,Qué agradecido día para un logro personal.,felicidad
2024-01-31,No soporto cuando no cumplieron su promesa.,enojo
2021-05-01,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2023-05-08,Mi pareja me hizo sentir exasperado al tomar decisiones.,enojo
2023-05-18,Hoy experimenté una conversación significativa y me siento agradecido.,felicidad
2020-11-12,Entre el trabajo y los quehaceres domésticos no puedo concentrarme.,estrés
2023-08-27,No soporto cuando me ignoraron en la reunión.,enojo
2023-05-30,No soporto cuando me criticaron sin razón.,enojo
2023-07-12,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2023-06-23,Hoy disfruté un momento de paz y me siento eufórico.,felicidad
2024-12-18,Me siento desolado desde que perdí mi trabajo.,tristeza
2024-03-12,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2023-04-29,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2024-08-02,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2021-04-14,Mi vecino me hizo sentir indignado al tomar decisiones.,enojo
2020-04-18,Compartí una caminata al aire libre siempre me alegra.,felicidad
2021-06-22,El plazos ajustados me tiene al límite.,estrés
2022-01-31,El plazos ajustados me tiene al límite.,estrés
2023-10-01,Necesito pedir ayuda pero me falta energía.,estrés
2021-11-30,Logré un logro personal siempre me alegra.,felicidad
2020-10-22,Qué pleno día para una conversación significativa...,felicidad
2024-02-15,No puedo hablar en público sin sentir temblores.,ansiedad
2024-01-11,Entre los estudios y el proyecto final no puedo concentrarme.,estrés
2022-09-02,Qué optimista día para una caminata al aire libre.,felicidad
2023-08-15,Entre los estudios y las deudas no puedo dormir bien.,estrés
2023-07-16,Tengo miedo de que me juzguen.,ansiedad
2020-08-04,Me siento abatido desde que terminó nuestra relación.,tristeza
2021-01-24,Entre el trabajo y el proyecto final no puedo priorizar.,estrés
2024-03-17,Hoy compartí un momento de paz y me siento optimista.,felicidad
2024-03-20,Me siento abatido desde que perdí mi trabajo.,tristeza
2024-11-12,Necesito delegar tareas pero no tengo tiempo.,estrés
2021-12-14,Necesito un descanso pero me falta energía.,estrés
2024-03-01,Mi jefe me hizo sentir exasperado al confrontar a alguien.,enojo
2023-06-01,Un peso en el pecho cuando pienso en el futuro.,tristeza
2024-03-17,Hoy logré una conversación significativa y me siento entusiasmado.,felicidad
2024-03-25,Me siento vacío desde que mudaron lejos.,tristeza
2021-12-05,Mi vecino me hizo sentir frustrado al tomar decisiones.,enojo
2020-09-05,No puedo confrontar a alguien sin sentir temblores.,ansiedad
2023-06-11,Me siento desolado desde que perdí mi trabajo.,tristeza
2021-05-02,Disfruté un logro personal siempre me inspira.,felicidad
2022-01-27,Un desconocido me hizo sentir resentido al hablar en público.,enojo
2020-03-06,Descubrí una caminata al aire libre siempre me alegra.,felicidad
2024-10-17,Hoy logré un momento de paz y me siento optimista.,felicidad
2022-01-22,Mi familiar me hizo sentir frustrado al confrontar a alguien.,enojo
2022-09-16,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2024-11-26,Descubrí un logro personal siempre me motiva.,felicidad
2020-03-30,No puedo confrontar a alguien sin sentir temblores.,ansiedad
2020-01-28,Necesito organizarme mejor pero me falta energía.,estrés
2021-06-09,El jefe exigente me tiene al límite.,estrés
2022-10-31,Entre los estudios y las deudas no puedo relajarme.,estrés
2021-11-20,Me siento desanimado desde que terminó nuestra relación.,tristeza
2022-08-04,Hoy disfruté un logro personal y me siento agradecido.,felicidad
2022-06-25,Hoy descubrí un tiempo con mi familia y me siento agradecido.,felicidad
2022-04-24,Necesito un descanso pero no tengo tiempo.,estrés
2021-03-16,Hoy logré un momento de paz y me siento pleno.,felicidad
2021-02-26,Un dolor sordo en el pecho cuando recuerdo lo sucedido.,tristeza
2024-10-19,Compartí una conversación significativa siempre me llena de energía.,felicidad
2020-11-18,Qué optimista día para una caminata al aire libre.,felicidad
2022-01-22,Disfruté una caminata al aire libre siempre me alegra.,felicidad
2023-08-02,Hoy descubrí una caminata al aire libre y me siento eufórico.,felicidad
2023-09-26,Entre el trabajo y el proyecto final no puedo priorizar.,estrés
2023-10-01,Necesito pedir ayuda pero no tengo tiempo.,estrés
2023-09-30,Hoy compartí una conversación significativa y me siento agradecido.,felicidad
2022-11-07,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2023-04-22,Compartí un logro personal siempre me motiva.,felicidad
2020-04-27,Entre el trabajo y el proyecto final no puedo concentrarme.,estrés
2021-01-18,Qué entusiasmado día para un momento de paz.,felicidad
2022-05-24,No soporto cuando me criticaron sin razón.,enojo
2022-05-27,Qué agradecido día para una caminata al aire libre!,felicidad
2023-10-26,El tráfico me tiene al límite.,estrés
2023-04-30,Entre el trabajo y las deudas no puedo concentrarme.,estrés
2024-12-07,Estoy exasperado porque me ignoraron en la reunión.,enojo
2024-07-02,Un desconocido me hizo sentir indignado al hablar en público.,enojo
2020-12-01,Entre el cuidado de los niños y los quehaceres domésticos no puedo priorizar.,estrés
2023-08-27,Entre el trabajo y los quehaceres domésticos no puedo priorizar.,estrés
2024-01-28,No puedo tomar decisiones sin sentir temblores.,ansiedad
2020-05-30,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2022-08-17,No soporto cuando me criticaron sin razón.,enojo
2022-04-02,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2022-05-06,Hoy experimenté un logro personal y me siento optimista.,felicidad
2020-10-04,Qué pleno día para un logro personal.,felicidad
2020-03-27,No soporto cuando me criticaron sin razón.,enojo
2020-12-03,Tengo miedo de que me juzguen.,ansiedad
2020-11-13,No puedo tomar decisiones sin sentir mareos!,ansiedad
2024-11-18,No soporto cuando rompieron mis pertenencias.,enojo
2021-10-22,Entre los estudios y el proyecto final no puedo concentrarme.,estrés
2024-09-09,No soporto cuando no cumplieron su promesa.,enojo
2023-10-18,Disfruté una caminata al aire libre siempre me llena de energía.,felicidad
2022-07-11,Mi mente no deja de pensar en el próximo examen.,ansiedad
2021-09-14,Entre los estudios y las deudas no puedo concentrarme.,estrés
2024-02-11,Tengo miedo de que pierda el control.,ansiedad
2021-07-07,Compartí un momento de paz siempre me inspira.,felicidad
2024-11-26,El ruido constante me tiene al límite.,estrés
2022-10-23,Mi pareja me hizo sentir indignado al confrontar a alguien.,enojo
2024-03-23,El tráfico me tiene al límite.,estrés
2022-11-13,No soporto cuando rompieron mis pertenencias.,enojo
2021-07-10,Mi pareja me hizo sentir frustrado al tomar decisiones.,enojo
2022-09-15,Entre el trabajo y las deudas no puedo relajarme.,estrés
2022-03-20,Me siento desolado desde que terminó nuestra relación.,tristeza
2024-01-22,Estoy indignado porque me ignoraron en la reunión.,enojo
2024-08-31,No soporto cuando me ignoraron en la reunión.,enojo
2020-08-09,Descubrí un momento de paz siempre me inspira...,felicidad
2020-01-13,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2022-05-18,Estoy frustrado porque rompieron mis pertenencias.,enojo
2023-05-19,Entre el cuidado de los niños y el proyecto final no puedo concentrarme.,estrés
2022-03-25,Un vacío en el pecho cuando escucho esa canción.,tristeza
2021-09-16,No soporto cuando me ignoraron en la reunión.,enojo
2020-02-21,Me siento nostálgico desde que mudaron lejos.,tristeza
2024-03-31,Entre los estudios y las deudas no puedo priorizar.,estrés
2023-02-26,Hoy disfruté un tiempo con mi familia y me siento entusiasmado.,felicidad
2024-02-19,No soporto cuando no cumplieron su promesa.,enojo
